STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,FREQ,Frequency,INDICATOR,Indicator,GEO_PICT,Pacific Island Countries and territories,SEX,Sex,AGE,Age,URBANIZATION,Urbanization,INCOME,Income,EDUCATION,Education level,OCCUPATION,Occupation,COMPOSITE_BREAKDOWN,Composite breakdown,DISABILITY,Disability,TIME_PERIOD,Time,OBS_VALUE,Observation value,UNIT_MEASURE,Unit of measure,REPORTING_TYPE,Reporting type,NATURE,Nature,DATA_SOURCE,Data source,OBS_STATUS,Observation Status,OBS_COMMENT,Comment
DATAFLOW,SPC:DF_SDG_03(3.0),Sustainable Development Goal 03 - Good Health and Well-Being,I,A,Annual,SH_TBS_INCD,3.3.2 Tuberculosis incidence,AS,American Samoa,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2000,,6.1,,PER_100000_POP,"per 100,000 population",G,Global,G,Global monitoring data,WHO Global Tuberculosis Report 2024 (https://www.who.int/teams/global-tuberculosis-programme/data),,,,Data extracted as of 2025-01-07 based on data originally compiled for the 2024 WHO Global TB Report,
DATAFLOW,SPC:DF_SDG_03(3.0),Sustainable Development Goal 03 - Good Health and Well-Being,I,A,Annual,SH_TBS_INCD,3.3.2 Tuberculosis incidence,AS,American Samoa,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2001,,6,,PER_100000_POP,"per 100,000 population",G,Global,G,Global monitoring data,WHO Global Tuberculosis Report 2024 (https://www.who.int/teams/global-tuberculosis-programme/data),,,,Data extracted as of 2025-01-07 based on data originally compiled for the 2024 WHO Global TB Report,
DATAFLOW,SPC:DF_SDG_03(3.0),Sustainable Development Goal 03 - Good Health and Well-Being,I,A,Annual,SH_TBS_INCD,3.3.2 Tuberculosis incidence,AS,American Samoa,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2002,,4,,PER_100000_POP,"per 100,000 population",G,Global,G,Global monitoring data,WHO Global Tuberculosis Report 2024 (https://www.who.int/teams/global-tuberculosis-programme/data),,,,Data extracted as of 2025-01-07 based on data originally compiled for the 2024 WHO Global TB Report,
DATAFLOW,SPC:DF_SDG_03(3.0),Sustainable Development Goal 03 - Good Health and Well-Being,I,A,Annual,SH_TBS_INCD,3.3.2 Tuberculosis incidence,AS,American Samoa,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2003,,6.1,,PER_100000_POP,"per 100,000 population",G,Global,G,Global monitoring data,WHO Global Tuberculosis Report 2024 (https://www.who.int/teams/global-tuberculosis-programme/data),,,,Data extracted as of 2025-01-07 based on data originally compiled for the 2024 WHO Global TB Report,
DATAFLOW,SPC:DF_SDG_03(3.0),Sustainable Development Goal 03 - Good Health and Well-Being,I,A,Annual,SH_TBS_INCD,3.3.2 Tuberculosis incidence,AS,American Samoa,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2004,,10,,PER_100000_POP,"per 100,000 population",G,Global,G,Global monitoring data,WHO Global Tuberculosis Report 2024 (https://www.who.int/teams/global-tuberculosis-programme/data),,,,Data extracted as of 2025-01-07 based on data originally compiled for the 2024 WHO Global TB Report,
DATAFLOW,SPC:DF_SDG_03(3.0),Sustainable Development Goal 03 - Good Health and Well-Being,I,A,Annual,SH_TBS_INCD,3.3.2 Tuberculosis incidence,AS,American Samoa,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2005,,12,,PER_100000_POP,"per 100,000 population",G,Global,G,Global monitoring data,WHO Global Tuberculosis Report 2024 (https://www.who.int/teams/global-tuberculosis-programme/data),,,,Data extracted as of 2025-01-07 based on data originally compiled for the 2024 WHO Global TB Report,
DATAFLOW,SPC:DF_SDG_03(3.0),Sustainable Development Goal 03 - Good Health and Well-Being,I,A,Annual,SH_TBS_INCD,3.3.2 Tuberculosis incidence,AS,American Samoa,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2006,,8.2,,PER_100000_POP,"per 100,000 population",G,Global,G,Global monitoring data,WHO Global Tuberculosis Report 2024 (https://www.who.int/teams/global-tuberculosis-programme/data),,,,Data extracted as of 2025-01-07 based on data originally compiled for the 2024 WHO Global TB Report,
DATAFLOW,SPC:DF_SDG_03(3.0),Sustainable Development Goal 03 - Good Health and Well-Being,I,A,Annual,SH_TBS_INCD,3.3.2 Tuberculosis incidence,AS,American Samoa,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2007,,6.1,,PER_100000_POP,"per 100,000 population",G,Global,G,Global monitoring data,WHO Global Tuberculosis Report 2024 (https://www.who.int/teams/global-tuberculosis-programme/data),,,,Data extracted as of 2025-01-07 based on data originally compiled for the 2024 WHO Global TB Report,
DATAFLOW,SPC:DF_SDG_03(3.0),Sustainable Development Goal 03 - Good Health and Well-Being,I,A,Annual,SH_TBS_INCD,3.3.2 Tuberculosis incidence,AS,American Samoa,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2008,,6.2,,PER_100000_POP,"per 100,000 population",G,Global,G,Global monitoring data,WHO Global Tuberculosis Report 2024 (https://www.who.int/teams/global-tuberculosis-programme/data),,,,Data extracted as of 2025-01-07 based on data originally compiled for the 2024 WHO Global TB Report,
DATAFLOW,SPC:DF_SDG_03(3.0),Sustainable Development Goal 03 - Good Health and Well-Being,I,A,Annual,SH_TBS_INCD,3.3.2 Tuberculosis incidence,AS,American Samoa,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2009,,8.3,,PER_100000_POP,"per 100,000 population",G,Global,G,Global monitoring data,WHO Global Tuberculosis Report 2024 (https://www.who.int/teams/global-tuberculosis-programme/data),,,,Data extracted as of 2025-01-07 based on data originally compiled for the 2024 WHO Global TB Report,
DATAFLOW,SPC:DF_SDG_03(3.0),Sustainable Development Goal 03 - Good Health and Well-Being,I,A,Annual,SH_TBS_INCD,3.3.2 Tuberculosis incidence,AS,American Samoa,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2010,,8.3,,PER_100000_POP,"per 100,000 population",G,Global,G,Global monitoring data,WHO Global Tuberculosis Report 2024 (https://www.who.int/teams/global-tuberculosis-programme/data),,,,Data extracted as of 2025-01-07 based on data originally compiled for the 2024 WHO Global TB Report,
DATAFLOW,SPC:DF_SDG_03(3.0),Sustainable Development Goal 03 - Good Health and Well-Being,I,A,Annual,SH_TBS_INCD,3.3.2 Tuberculosis incidence,AS,American Samoa,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2011,,6.3,,PER_100000_POP,"per 100,000 population",G,Global,G,Global monitoring data,WHO Global Tuberculosis Report 2024 (https://www.who.int/teams/global-tuberculosis-programme/data),,,,Data extracted as of 2025-01-07 based on data originally compiled for the 2024 WHO Global TB Report,
DATAFLOW,SPC:DF_SDG_03(3.0),Sustainable Development Goal 03 - Good Health and Well-Being,I,A,Annual,SH_TBS_INCD,3.3.2 Tuberculosis incidence,AS,American Samoa,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2012,,7.2,,PER_100000_POP,"per 100,000 population",G,Global,G,Global monitoring data,WHO Global Tuberculosis Report 2024 (https://www.who.int/teams/global-tuberculosis-programme/data),,,,Data extracted as of 2025-01-07 based on data originally compiled for the 2024 WHO Global TB Report,
DATAFLOW,SPC:DF_SDG_03(3.0),Sustainable Development Goal 03 - Good Health and Well-Being,I,A,Annual,SH_TBS_INCD,3.3.2 Tuberculosis incidence,AS,American Samoa,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2013,,7,,PER_100000_POP,"per 100,000 population",G,Global,G,Global monitoring data,WHO Global Tuberculosis Report 2024 (https://www.who.int/teams/global-tuberculosis-programme/data),,,,Data extracted as of 2025-01-07 based on data originally compiled for the 2024 WHO Global TB Report,
DATAFLOW,SPC:DF_SDG_03(3.0),Sustainable Development Goal 03 - Good Health and Well-Being,I,A,Annual,SH_TBS_INCD,3.3.2 Tuberculosis incidence,AS,American Samoa,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2014,,6.8,,PER_100000_POP,"per 100,000 population",G,Global,G,Global monitoring data,WHO Global Tuberculosis Report 2024 (https://www.who.int/teams/global-tuberculosis-programme/data),,,,Data extracted as of 2025-01-07 based on data originally compiled for the 2024 WHO Global TB Report,
DATAFLOW,SPC:DF_SDG_03(3.0),Sustainable Development Goal 03 - Good Health and Well-Being,I,A,Annual,SH_TBS_INCD,3.3.2 Tuberculosis incidence,AS,American Samoa,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2015,,8.7,,PER_100000_POP,"per 100,000 population",G,Global,G,Global monitoring data,WHO Global Tuberculosis Report 2024 (https://www.who.int/teams/global-tuberculosis-programme/data),,,,Data extracted as of 2025-01-07 based on data originally compiled for the 2024 WHO Global TB Report,
DATAFLOW,SPC:DF_SDG_03(3.0),Sustainable Development Goal 03 - Good Health and Well-Being,I,A,Annual,SH_TBS_INCD,3.3.2 Tuberculosis incidence,AS,American Samoa,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2016,,6.4,,PER_100000_POP,"per 100,000 population",G,Global,G,Global monitoring data,WHO Global Tuberculosis Report 2024 (https://www.who.int/teams/global-tuberculosis-programme/data),,,,Data extracted as of 2025-01-07 based on data originally compiled for the 2024 WHO Global TB Report,
DATAFLOW,SPC:DF_SDG_03(3.0),Sustainable Development Goal 03 - Good Health and Well-Being,I,A,Annual,SH_TBS_INCD,3.3.2 Tuberculosis incidence,AS,American Samoa,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2017,,11,,PER_100000_POP,"per 100,000 population",G,Global,G,Global monitoring data,WHO Global Tuberculosis Report 2024 (https://www.who.int/teams/global-tuberculosis-programme/data),,,,Data extracted as of 2025-01-07 based on data originally compiled for the 2024 WHO Global TB Report,
DATAFLOW,SPC:DF_SDG_03(3.0),Sustainable Development Goal 03 - Good Health and Well-Being,I,A,Annual,SH_TBS_INCD,3.3.2 Tuberculosis incidence,AS,American Samoa,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2018,,0,,PER_100000_POP,"per 100,000 population",G,Global,G,Global monitoring data,WHO Global Tuberculosis Report 2024 (https://www.who.int/teams/global-tuberculosis-programme/data),,,,Data extracted as of 2025-01-07 based on data originally compiled for the 2024 WHO Global TB Report,
DATAFLOW,SPC:DF_SDG_03(3.0),Sustainable Development Goal 03 - Good Health and Well-Being,I,A,Annual,SH_TBS_INCD,3.3.2 Tuberculosis incidence,AS,American Samoa,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2019,,2.3,,PER_100000_POP,"per 100,000 population",G,Global,G,Global monitoring data,WHO Global Tuberculosis Report 2024 (https://www.who.int/teams/global-tuberculosis-programme/data),,,,Data extracted as of 2025-01-07 based on data originally compiled for the 2024 WHO Global TB Report,
DATAFLOW,SPC:DF_SDG_03(3.0),Sustainable Development Goal 03 - Good Health and Well-Being,I,A,Annual,SH_TBS_INCD,3.3.2 Tuberculosis incidence,AS,American Samoa,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2020,,6.9,,PER_100000_POP,"per 100,000 population",G,Global,G,Global monitoring data,WHO Global Tuberculosis Report 2024 (https://www.who.int/teams/global-tuberculosis-programme/data),,,,Data extracted as of 2025-01-07 based on data originally compiled for the 2024 WHO Global TB Report,
DATAFLOW,SPC:DF_SDG_03(3.0),Sustainable Development Goal 03 - Good Health and Well-Being,I,A,Annual,SH_TBS_INCD,3.3.2 Tuberculosis incidence,AS,American Samoa,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2021,,5.1,,PER_100000_POP,"per 100,000 population",G,Global,G,Global monitoring data,WHO Global Tuberculosis Report 2024 (https://www.who.int/teams/global-tuberculosis-programme/data),,,,Data extracted as of 2025-01-07 based on data originally compiled for the 2024 WHO Global TB Report,
DATAFLOW,SPC:DF_SDG_03(3.0),Sustainable Development Goal 03 - Good Health and Well-Being,I,A,Annual,SH_TBS_INCD,3.3.2 Tuberculosis incidence,AS,American Samoa,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2022,,4.8,,PER_100000_POP,"per 100,000 population",G,Global,G,Global monitoring data,WHO Global Tuberculosis Report 2024 (https://www.who.int/teams/global-tuberculosis-programme/data),,,,Data extracted as of 2025-01-07 based on data originally compiled for the 2024 WHO Global TB Report,
DATAFLOW,SPC:DF_SDG_03(3.0),Sustainable Development Goal 03 - Good Health and Well-Being,I,A,Annual,SH_TBS_INCD,3.3.2 Tuberculosis incidence,AS,American Samoa,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2023,,4.5,,PER_100000_POP,"per 100,000 population",G,Global,G,Global monitoring data,WHO Global Tuberculosis Report 2024 (https://www.who.int/teams/global-tuberculosis-programme/data),,,,Data extracted as of 2025-01-07 based on data originally compiled for the 2024 WHO Global TB Report,
DATAFLOW,SPC:DF_SDG_03(3.0),Sustainable Development Goal 03 - Good Health and Well-Being,I,A,Annual,SH_TBS_INCD,3.3.2 Tuberculosis incidence,CK,Cook Islands,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2000,,7.3,,PER_100000_POP,"per 100,000 population",G,Global,_X,Not Available,WHO Global Tuberculosis Report 2024 (https://www.who.int/teams/global-tuberculosis-programme/data),,,,Data extracted as of 2025-01-07 based on data originally compiled for the 2024 WHO Global TB Report,
DATAFLOW,SPC:DF_SDG_03(3.0),Sustainable Development Goal 03 - Good Health and Well-Being,I,A,Annual,SH_TBS_INCD,3.3.2 Tuberculosis incidence,CK,Cook Islands,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2001,,15,,PER_100000_POP,"per 100,000 population",G,Global,_X,Not Available,WHO Global Tuberculosis Report 2024 (https://www.who.int/teams/global-tuberculosis-programme/data),,,,Data extracted as of 2025-01-07 based on data originally compiled for the 2024 WHO Global TB Report,
DATAFLOW,SPC:DF_SDG_03(3.0),Sustainable Development Goal 03 - Good Health and Well-Being,I,A,Annual,SH_TBS_INCD,3.3.2 Tuberculosis incidence,CK,Cook Islands,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2002,,7.7,,PER_100000_POP,"per 100,000 population",G,Global,_X,Not Available,WHO Global Tuberculosis Report 2024 (https://www.who.int/teams/global-tuberculosis-programme/data),,,,Data extracted as of 2025-01-07 based on data originally compiled for the 2024 WHO Global TB Report,
DATAFLOW,SPC:DF_SDG_03(3.0),Sustainable Development Goal 03 - Good Health and Well-Being,I,A,Annual,SH_TBS_INCD,3.3.2 Tuberculosis incidence,CK,Cook Islands,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2003,,0,,PER_100000_POP,"per 100,000 population",G,Global,_X,Not Available,WHO Global Tuberculosis Report 2024 (https://www.who.int/teams/global-tuberculosis-programme/data),,,,Data extracted as of 2025-01-07 based on data originally compiled for the 2024 WHO Global TB Report,
DATAFLOW,SPC:DF_SDG_03(3.0),Sustainable Development Goal 03 - Good Health and Well-Being,I,A,Annual,SH_TBS_INCD,3.3.2 Tuberculosis incidence,CK,Cook Islands,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2004,,7.6,,PER_100000_POP,"per 100,000 population",G,Global,_X,Not Available,WHO Global Tuberculosis Report 2024 (https://www.who.int/teams/global-tuberculosis-programme/data),,,,Data extracted as of 2025-01-07 based on data originally compiled for the 2024 WHO Global TB Report,
DATAFLOW,SPC:DF_SDG_03(3.0),Sustainable Development Goal 03 - Good Health and Well-Being,I,A,Annual,SH_TBS_INCD,3.3.2 Tuberculosis incidence,CK,Cook Islands,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2005,,7.6,,PER_100000_POP,"per 100,000 population",G,Global,_X,Not Available,WHO Global Tuberculosis Report 2024 (https://www.who.int/teams/global-tuberculosis-programme/data),,,,Data extracted as of 2025-01-07 based on data originally compiled for the 2024 WHO Global TB Report,
DATAFLOW,SPC:DF_SDG_03(3.0),Sustainable Development Goal 03 - Good Health and Well-Being,I,A,Annual,SH_TBS_INCD,3.3.2 Tuberculosis incidence,CK,Cook Islands,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2006,,7.6,,PER_100000_POP,"per 100,000 population",G,Global,_X,Not Available,WHO Global Tuberculosis Report 2024 (https://www.who.int/teams/global-tuberculosis-programme/data),,,,Data extracted as of 2025-01-07 based on data originally compiled for the 2024 WHO Global TB Report,
DATAFLOW,SPC:DF_SDG_03(3.0),Sustainable Development Goal 03 - Good Health and Well-Being,I,A,Annual,SH_TBS_INCD,3.3.2 Tuberculosis incidence,CK,Cook Islands,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2007,,7.6,,PER_100000_POP,"per 100,000 population",G,Global,_X,Not Available,WHO Global Tuberculosis Report 2024 (https://www.who.int/teams/global-tuberculosis-programme/data),,,,Data extracted as of 2025-01-07 based on data originally compiled for the 2024 WHO Global TB Report,
DATAFLOW,SPC:DF_SDG_03(3.0),Sustainable Development Goal 03 - Good Health and Well-Being,I,A,Annual,SH_TBS_INCD,3.3.2 Tuberculosis incidence,CK,Cook Islands,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2008,,14,,PER_100000_POP,"per 100,000 population",G,Global,_X,Not Available,WHO Global Tuberculosis Report 2024 (https://www.who.int/teams/global-tuberculosis-programme/data),,,,Data extracted as of 2025-01-07 based on data originally compiled for the 2024 WHO Global TB Report,
DATAFLOW,SPC:DF_SDG_03(3.0),Sustainable Development Goal 03 - Good Health and Well-Being,I,A,Annual,SH_TBS_INCD,3.3.2 Tuberculosis incidence,CK,Cook Islands,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2009,,14,,PER_100000_POP,"per 100,000 population",G,Global,_X,Not Available,WHO Global Tuberculosis Report 2024 (https://www.who.int/teams/global-tuberculosis-programme/data),,,,Data extracted as of 2025-01-07 based on data originally compiled for the 2024 WHO Global TB Report,
DATAFLOW,SPC:DF_SDG_03(3.0),Sustainable Development Goal 03 - Good Health and Well-Being,I,A,Annual,SH_TBS_INCD,3.3.2 Tuberculosis incidence,CK,Cook Islands,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2010,,0,,PER_100000_POP,"per 100,000 population",G,Global,_X,Not Available,WHO Global Tuberculosis Report 2024 (https://www.who.int/teams/global-tuberculosis-programme/data),,,,Data extracted as of 2025-01-07 based on data originally compiled for the 2024 WHO Global TB Report,
DATAFLOW,SPC:DF_SDG_03(3.0),Sustainable Development Goal 03 - Good Health and Well-Being,I,A,Annual,SH_TBS_INCD,3.3.2 Tuberculosis incidence,CK,Cook Islands,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2011,,6.6,,PER_100000_POP,"per 100,000 population",G,Global,_X,Not Available,WHO Global Tuberculosis Report 2024 (https://www.who.int/teams/global-tuberculosis-programme/data),,,,Data extracted as of 2025-01-07 based on data originally compiled for the 2024 WHO Global TB Report,
DATAFLOW,SPC:DF_SDG_03(3.0),Sustainable Development Goal 03 - Good Health and Well-Being,I,A,Annual,SH_TBS_INCD,3.3.2 Tuberculosis incidence,CK,Cook Islands,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2012,,6.5,,PER_100000_POP,"per 100,000 population",G,Global,_X,Not Available,WHO Global Tuberculosis Report 2024 (https://www.who.int/teams/global-tuberculosis-programme/data),,,,Data extracted as of 2025-01-07 based on data originally compiled for the 2024 WHO Global TB Report,
DATAFLOW,SPC:DF_SDG_03(3.0),Sustainable Development Goal 03 - Good Health and Well-Being,I,A,Annual,SH_TBS_INCD,3.3.2 Tuberculosis incidence,CK,Cook Islands,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2013,,13,,PER_100000_POP,"per 100,000 population",G,Global,_X,Not Available,WHO Global Tuberculosis Report 2024 (https://www.who.int/teams/global-tuberculosis-programme/data),,,,Data extracted as of 2025-01-07 based on data originally compiled for the 2024 WHO Global TB Report,
DATAFLOW,SPC:DF_SDG_03(3.0),Sustainable Development Goal 03 - Good Health and Well-Being,I,A,Annual,SH_TBS_INCD,3.3.2 Tuberculosis incidence,CK,Cook Islands,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2014,,13,,PER_100000_POP,"per 100,000 population",G,Global,_X,Not Available,WHO Global Tuberculosis Report 2024 (https://www.who.int/teams/global-tuberculosis-programme/data),,,,Data extracted as of 2025-01-07 based on data originally compiled for the 2024 WHO Global TB Report,
DATAFLOW,SPC:DF_SDG_03(3.0),Sustainable Development Goal 03 - Good Health and Well-Being,I,A,Annual,SH_TBS_INCD,3.3.2 Tuberculosis incidence,CK,Cook Islands,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2015,,0,,PER_100000_POP,"per 100,000 population",G,Global,_X,Not Available,WHO Global Tuberculosis Report 2024 (https://www.who.int/teams/global-tuberculosis-programme/data),,,,Data extracted as of 2025-01-07 based on data originally compiled for the 2024 WHO Global TB Report,
DATAFLOW,SPC:DF_SDG_03(3.0),Sustainable Development Goal 03 - Good Health and Well-Being,I,A,Annual,SH_TBS_INCD,3.3.2 Tuberculosis incidence,CK,Cook Islands,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2016,,13,,PER_100000_POP,"per 100,000 population",G,Global,_X,Not Available,WHO Global Tuberculosis Report 2024 (https://www.who.int/teams/global-tuberculosis-programme/data),,,,Data extracted as of 2025-01-07 based on data originally compiled for the 2024 WHO Global TB Report,
DATAFLOW,SPC:DF_SDG_03(3.0),Sustainable Development Goal 03 - Good Health and Well-Being,I,A,Annual,SH_TBS_INCD,3.3.2 Tuberculosis incidence,CK,Cook Islands,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2017,,0,,PER_100000_POP,"per 100,000 population",G,Global,_X,Not Available,WHO Global Tuberculosis Report 2024 (https://www.who.int/teams/global-tuberculosis-programme/data),,,,Data extracted as of 2025-01-07 based on data originally compiled for the 2024 WHO Global TB Report,
DATAFLOW,SPC:DF_SDG_03(3.0),Sustainable Development Goal 03 - Good Health and Well-Being,I,A,Annual,SH_TBS_INCD,3.3.2 Tuberculosis incidence,CK,Cook Islands,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2018,,0,,PER_100000_POP,"per 100,000 population",G,Global,_X,Not Available,WHO Global Tuberculosis Report 2024 (https://www.who.int/teams/global-tuberculosis-programme/data),,,,Data extracted as of 2025-01-07 based on data originally compiled for the 2024 WHO Global TB Report,
DATAFLOW,SPC:DF_SDG_03(3.0),Sustainable Development Goal 03 - Good Health and Well-Being,I,A,Annual,SH_TBS_INCD,3.3.2 Tuberculosis incidence,CK,Cook Islands,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2019,,7.1,,PER_100000_POP,"per 100,000 population",G,Global,_X,Not Available,WHO Global Tuberculosis Report 2024 (https://www.who.int/teams/global-tuberculosis-programme/data),,,,Data extracted as of 2025-01-07 based on data originally compiled for the 2024 WHO Global TB Report,
DATAFLOW,SPC:DF_SDG_03(3.0),Sustainable Development Goal 03 - Good Health and Well-Being,I,A,Annual,SH_TBS_INCD,3.3.2 Tuberculosis incidence,CK,Cook Islands,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2020,,7.4,,PER_100000_POP,"per 100,000 population",G,Global,_X,Not Available,WHO Global Tuberculosis Report 2024 (https://www.who.int/teams/global-tuberculosis-programme/data),,,,Data extracted as of 2025-01-07 based on data originally compiled for the 2024 WHO Global TB Report,
DATAFLOW,SPC:DF_SDG_03(3.0),Sustainable Development Goal 03 - Good Health and Well-Being,I,A,Annual,SH_TBS_INCD,3.3.2 Tuberculosis incidence,CK,Cook Islands,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2021,,0,,PER_100000_POP,"per 100,000 population",G,Global,_X,Not Available,WHO Global Tuberculosis Report 2024 (https://www.who.int/teams/global-tuberculosis-programme/data),,,,Data extracted as of 2025-01-07 based on data originally compiled for the 2024 WHO Global TB Report,
DATAFLOW,SPC:DF_SDG_03(3.0),Sustainable Development Goal 03 - Good Health and Well-Being,I,A,Annual,SH_TBS_INCD,3.3.2 Tuberculosis incidence,CK,Cook Islands,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2022,,0,,PER_100000_POP,"per 100,000 population",G,Global,_X,Not Available,WHO Global Tuberculosis Report 2024 (https://www.who.int/teams/global-tuberculosis-programme/data),,,,Data extracted as of 2025-01-07 based on data originally compiled for the 2024 WHO Global TB Report,
DATAFLOW,SPC:DF_SDG_03(3.0),Sustainable Development Goal 03 - Good Health and Well-Being,I,A,Annual,SH_TBS_INCD,3.3.2 Tuberculosis incidence,CK,Cook Islands,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2023,,32,,PER_100000_POP,"per 100,000 population",G,Global,_X,Not Available,WHO Global Tuberculosis Report 2024 (https://www.who.int/teams/global-tuberculosis-programme/data),,,,Data extracted as of 2025-01-07 based on data originally compiled for the 2024 WHO Global TB Report,
